0.0000	297
0.0050	195
0.0100	125
0.0150	103
0.0200	493
0.0250	488
0.0300	513
0.0350	510
0.0400	284
0.0450	205
0.0500	133
0.0550	99
0.0600	482
0.0650	505
0.0700	461
0.0750	465
0.0800	276
0.0850	197
0.0900	124
0.0950	94
0.1000	481
0.1050	503
0.1100	494
0.1150	458
0.1200	286
0.1250	195
0.1300	129
0.1350	95
0.1400	506
0.1450	459
0.1500	467
0.1550	497
0.1600	314
0.1650	190
0.1700	120
0.1750	104
0.1800	479
0.1850	530
0.1900	502
0.1950	462
0.2000	287
0.2050	183
0.2100	142
0.2150	103
0.2200	480
0.2250	530
0.2300	507
0.2350	505
0.2400	292
0.2450	166
0.2500	113
0.2550	99
0.2600	477
0.2650	519
0.2700	474
0.2750	512
0.2800	277
0.2850	208
0.2900	122
0.2950	81
0.3000	461
0.3050	487
0.3100	540
0.3150	526
0.3200	281
0.3250	196
0.3300	124
0.3350	91
0.3400	511
0.3450	488
0.3500	495
0.3550	521
0.3600	287
0.3650	193
0.3700	128
0.3750	113
0.3800	476
0.3850	501
0.3900	480
0.3950	454
0.4000	274
0.4050	201
0.4100	107
0.4150	98
0.4200	471
0.4250	521
0.4300	510
0.4350	519
0.4400	274
0.4450	164
0.4500	113
0.4550	101
0.4600	510
0.4650	512
0.4700	487
0.4750	507
0.4800	296
0.4850	164
0.4900	115
0.4950	122
0.5000	516
0.5050	511
0.5100	492
0.5150	472
0.5200	276
0.5250	163
0.5300	135
0.5350	116
0.5400	502
0.5450	534
0.5500	479
0.5550	508
0.5600	294
0.5650	183
0.5700	113
0.5750	110
0.5800	472
0.5850	511
0.5900	485
0.5950	452
0.6000	295
0.6050	186
0.6100	126
0.6150	95
0.6200	458
0.6250	507
0.6300	496
0.6350	476
0.6400	296
0.6450	191
0.6500	118
0.6550	94
0.6600	489
0.6650	492
0.6700	495
0.6750	549
0.6800	305
0.6850	189
0.6900	116
0.6950	112
0.7000	534
0.7050	519
0.7100	488
0.7150	488
0.7200	295
0.7250	193
0.7300	126
0.7350	113
0.7400	476
0.7450	503
0.7500	499
0.7550	520
0.7600	287
0.7650	180
0.7700	115
0.7750	102
0.7800	480
0.7850	499
0.7900	487
0.7950	525
0.8000	257
0.8050	168
0.8100	125
0.8150	89
0.8200	493
0.8250	509
0.8300	478
0.8350	492
0.8400	288
0.8450	161
0.8500	124
0.8550	84
0.8600	522
0.8650	517
0.8700	457
0.8750	462
0.8800	275
0.8850	182
0.8900	113
0.8950	106
0.9000	483
0.9050	477
0.9100	535
0.9150	492
0.9200	296
0.9250	184
0.9300	116
0.9350	97
0.9400	515
0.9450	519
0.9500	490
0.9550	516
0.9600	267
0.9650	218
0.9700	110
0.9750	88
0.9800	480
0.9850	488
0.9900	522
0.9950	501
1.0000	270
1.0050	203
1.0100	116
1.0150	96
1.0200	461
1.0250	477
1.0300	518
1.0350	511
1.0400	286
1.0450	176
1.0500	117
1.0550	111
1.0600	493
1.0650	478
1.0700	504
1.0750	520
1.0800	265
1.0850	190
1.0900	109
1.0950	110
1.1000	534
1.1050	515
1.1100	472
1.1150	513
1.1200	294
1.1250	191
1.1300	115
1.1350	116
1.1400	510
1.1450	528
1.1500	508
1.1550	456
1.1600	289
1.1650	171
1.1700	107
1.1750	101
1.1800	536
1.1850	544
1.1900	494
1.1950	527
1.2000	303
1.2050	164
1.2100	137
1.2150	111
1.2200	476
1.2250	514
1.2300	486
1.2350	489
1.2400	285
1.2450	175
1.2500	125
1.2550	81
1.2600	468
1.2650	519
1.2700	506
1.2750	529
1.2800	281
1.2850	195
1.2900	115
1.2950	94
1.3000	498
1.3050	474
1.3100	487
1.3150	503
1.3200	272
1.3250	181
1.3300	136
1.3350	103
1.3400	458
1.3450	492
1.3500	483
1.3550	492
1.3600	282
1.3650	187
1.3700	107
1.3750	113
1.3800	503
1.3850	511
1.3900	521
1.3950	513
1.4000	253
1.4050	188
1.4100	123
1.4150	91
1.4200	487
1.4250	522
1.4300	504
1.4350	515
1.4400	261
1.4450	181
1.4500	136
1.4550	121
1.4600	485
1.4650	509
1.4700	486
1.4750	500
1.4800	274
1.4850	187
1.4900	119
1.4950	95
1.5000	479
1.5050	478
1.5100	535
1.5150	486
1.5200	284
1.5250	195
1.5300	115
1.5350	80
1.5400	498
1.5450	500
1.5500	519
1.5550	518
1.5600	276
1.5650	173
1.5700	124
1.5750	115
1.5800	483
1.5850	532
1.5900	527
1.5950	525
1.6000	270
1.6050	176
1.6100	118
1.6150	92
1.6200	482
1.6250	526
1.6300	524
1.6350	487
1.6400	280
1.6450	189
1.6500	128
1.6550	94
1.6600	515
1.6650	502
1.6700	505
1.6750	485
1.6800	271
1.6850	171
1.6900	114
1.6950	101
1.7000	519
1.7050	514
1.7100	511
1.7150	502
1.7200	272
1.7250	202
1.7300	124
1.7350	108
1.7400	471
1.7450	497
1.7500	509
1.7550	468
1.7600	301
1.7650	165
1.7700	128
1.7750	101
1.7800	471
1.7850	472
1.7900	506
1.7950	520
1.8000	272
1.8050	195
1.8100	104
1.8150	106
1.8200	488
1.8250	548
1.8300	493
1.8350	498
1.8400	291
1.8450	180
1.8500	101
1.8550	93
1.8600	491
1.8650	479
1.8700	490
1.8750	498
1.8800	287
1.8850	187
1.8900	120
1.8950	100
1.9000	511
1.9050	523
1.9100	480
1.9150	512
1.9200	253
1.9250	153
1.9300	109
1.9350	73
1.9400	515
1.9450	495
1.9500	516
1.9550	538
1.9600	309
1.9650	187
1.9700	99
1.9750	111
1.9800	525
1.9850	513
1.9900	481
1.9950	506
2.0000	280
2.0050	138
2.0100	114
2.0150	98
2.0200	475
2.0250	496
2.0300	502
2.0350	461
2.0400	254
2.0450	152
2.0500	133
2.0550	101
2.0600	467
2.0650	464
2.0700	489
2.0750	484
2.0800	264
2.0850	190
2.0900	110
2.0950	108
2.1000	518
2.1050	523
2.1100	502
2.1150	552
2.1200	273
2.1250	198
2.1300	119
2.1350	110
2.1400	491
2.1450	503
2.1500	483
2.1550	504
2.1600	289
2.1650	183
2.1700	115
2.1750	102
2.1800	491
2.1850	479
2.1900	481
2.1950	517
2.2000	301
2.2050	164
2.2100	104
2.2150	107
2.2200	468
2.2250	500
2.2300	494
2.2350	474
2.2400	262
2.2450	176
2.2500	125
2.2550	82
2.2600	496
2.2650	507
2.2700	486
2.2750	506
2.2800	267
2.2850	165
2.2900	115
2.2950	106
2.3000	442
2.3050	520
2.3100	505
2.3150	505
2.3200	274
2.3250	165
2.3300	104
2.3350	83
2.3400	450
2.3450	492
2.3500	504
2.3550	512
2.3600	272
2.3650	188
2.3700	126
2.3750	96
2.3800	484
2.3850	534
2.3900	512
2.3950	502
2.4000	291
2.4050	165
2.4100	101
2.4150	97
2.4200	464
2.4250	471
2.4300	496
2.4350	524
2.4400	281
2.4450	174
2.4500	118
2.4550	107
2.4600	471
2.4650	483
2.4700	513
2.4750	493
2.4800	267
2.4850	198
2.4900	117
2.4950	109
2.5000	507
2.5050	471
2.5100	490
2.5150	501
2.5200	286
2.5250	164
2.5300	130
2.5350	109
2.5400	457
2.5450	521
2.5500	470
2.5550	493
2.5600	292
2.5650	195
2.5700	117
2.5750	93
2.5800	500
2.5850	485
2.5900	519
2.5950	512
2.6000	267
2.6050	192
2.6100	108
2.6150	96
2.6200	498
2.6250	546
2.6300	502
2.6350	526
2.6400	275
2.6450	169
2.6500	113
2.6550	79
2.6600	507
2.6650	495
2.6700	539
2.6750	511
2.6800	268
2.6850	172
2.6900	121
2.6950	106
2.7000	487
2.7050	508
2.7100	486
2.7150	495
2.7200	253
2.7250	182
2.7300	101
2.7350	96
2.7400	461
2.7450	529
2.7500	538
2.7550	567
2.7600	283
2.7650	203
2.7700	112
2.7750	99
2.7800	524
2.7850	512
2.7900	523
2.7950	513
2.8000	287
2.8050	173
2.8100	113
2.8150	100
2.8200	471
2.8250	541
2.8300	453
2.8350	515
2.8400	290
2.8450	176
2.8500	118
2.8550	105
2.8600	521
2.8650	500
2.8700	478
2.8750	469
2.8800	271
2.8850	157
2.8900	108
2.8950	83
2.9000	513
2.9050	522
2.9100	506
2.9150	490
2.9200	310
2.9250	175
2.9300	110
2.9350	100
2.9400	507
2.9450	508
2.9500	497
2.9550	505
2.9600	315
2.9650	164
2.9700	110
2.9750	105
2.9800	518
2.9850	507
2.9900	484
2.9950	520
3.0000	291
3.0050	191
3.0100	132
3.0150	84
3.0200	506
3.0250	487
3.0300	498
3.0350	478
3.0400	265
3.0450	173
3.0500	111
3.0550	91
3.0600	540
3.0650	482
3.0700	496
3.0750	506
3.0800	316
3.0850	163
3.0900	118
3.0950	109
3.1000	471
3.1050	514
3.1100	512
3.1150	475
3.1200	283
3.1250	161
3.1300	108
3.1350	101
3.1400	463
3.1450	519
3.1500	483
3.1550	509
3.1600	249
3.1650	164
3.1700	110
3.1750	98
3.1800	505
3.1850	507
3.1900	500
3.1950	495
3.2000	298
3.2050	188
3.2100	114
